GOBPID	Pvalue	OddsRatio	ExpCount	Count	Size	Term	label
GO:0071456	0.000105830628156315	2.4639899965533	14.2837805172831	29	102	cellular response to hypoxia	allDE
GO:0022612	0.000161784615414412	2.43519984332414	13.9105984138428	28	99	gland morphogenesis	allDE
GO:1901343	0.000276996850055639	2.43088874859708	12.9270207482176	26	92	negative regulation of vasculature development	allDE
GO:0051101	0.000195059443704456	2.40115231105961	14.0511095089321	28	100	regulation of DNA binding	allDE
GO:0001666	4.40967529363587e-05	2.39727653865504	17.0775042651718	34	123	response to hypoxia	allDE
GO:0022900	6.7633149692389e-06	2.36102677624739	21.9197308339341	43	156	electron transport chain	allDE
GO:0032091	0.000687397023535318	2.34869254060006	12.224465272771	24	87	negative regulation of protein binding	allDE
GO:0055002	0.000164162967020907	2.34588387324151	15.315709364736	30	109	striated muscle cell development	allDE
GO:0009991	2.45375139598517e-06	2.31807504285442	25.3156779661017	49	182	response to extracellular stimulus	allDE
GO:0042692	2.41871906571909e-05	2.31702775897089	20.1171331499757	39	144	muscle cell differentiation	allDE
GO:0048762	2.32492037666354e-06	2.30264301860546	25.9945525915245	50	185	mesenchymal cell differentiation	allDE
GO:0001764	2.76611697649903e-05	2.30090795501874	20.2335976928623	39	144	neuron migration	allDE
GO:0030902	5.61778977822213e-05	2.29679680280355	18.6879756468798	36	133	hindbrain development	allDE
GO:0010950	7.97414468689911e-05	2.27910964146842	18.2664423616118	35	130	positive regulation of endopeptidase activity	allDE
GO:0071383	1.129492510301e-05	2.2748343079922	23.0438195946487	44	164	cellular response to steroid hormone stimulus	allDE
GO:0070663	0.000135475521575561	2.26668603525082	17.2828646959865	33	123	regulation of leukocyte proliferation	allDE
GO:1901342	0.000108363719197992	2.23362389979689	18.5134108902892	35	133	regulation of vasculature development	allDE
GO:0045766	0.000326351142067022	2.23199060744137	15.8777537450933	30	113	positive regulation of angiogenesis	allDE
GO:0050670	0.000326351142067022	2.23199060744137	15.8777537450933	30	113	regulation of lymphocyte proliferation	allDE
GO:0002791	0.000141660172871869	2.22685360773463	18.0303496277112	34	129	regulation of peptide secretion	allDE
GO:0046883	0.000854397798263971	2.21374045801527	13.8186001453136	26	99	regulation of hormone secretion	allDE
GO:0090090	3.66169005215215e-05	2.18732820230896	22.6222863093808	42	161	negative regulation of canonical Wnt signaling pathway	allDE
GO:0031333	0.000439515108773199	2.15093872067924	16.8613314107186	31	120	negative regulation of protein-containing complex assembly	allDE
GO:0061572	0.000342593346767024	2.10108139534884	18.8284867419691	34	134	actin filament bundle organization	allDE
GO:0071826	3.14170449017476e-05	2.09771023251697	26.1350636866138	47	186	ribonucleoprotein complex subunit organization	allDE
GO:0030198	3.85831366576044e-05	2.09361955873584	25.5794739390027	46	184	extracellular matrix organization	allDE
GO:0071363	0.000433026503180431	2.08963066176425	18.2843405454696	33	134	cellular response to growth factor stimulus	allDE
GO:0048608	0.00020769950818755	2.08947408077155	20.5433704576864	37	149	reproductive structure development	allDE
GO:0001525	5.79797227026603e-05	2.08844575206131	24.4892976316432	44	177	angiogenesis	allDE
GO:2000116	5.24597866154924e-05	2.08193235111744	25.1514860209885	45	179	regulation of cysteine-type endopeptidase activity	allDE
GO:0010632	0.000101092839398697	1.99372758389152	26.5565969718818	46	189	regulation of epithelial cell migration	allDE
GO:0030323	0.000846445405355304	1.95146166574738	20.4809619238477	35	146	respiratory tube development	allDE
GO:0060326	0.000475897464733072	1.94486504279131	22.9033084995594	39	163	cell chemotaxis	allDE
GO:0051651	0.000687302252649453	1.93778565294216	21.7792197388448	37	155	maintenance of location in cell	allDE
GO:0071241	0.000355197398625728	1.92518172377985	24.8704638308099	42	177	cellular response to inorganic substance	allDE
GO:0071453	0.000282145683162016	1.88667276703321	27.6806857325963	46	197	cellular response to oxygen levels	allDE
GO:0030072	0.000633848560064584	1.85940246045694	25.528751303232	42	182	peptide hormone secretion	allDE
GO:0048588	0.000404169541927123	1.84939475044861	28.1022190178643	46	200	developmental cell growth	allDE
GO:0046034	0.00076639053906734	1.83710407239819	25.7462686567164	42	185	ATP metabolic process	allDE
GO:0050867	0.000609939983142965	1.82012184628093	27.8211968276857	45	198	positive regulation of cell activation	allDE
GO:0050807	0.000764268920957147	1.7962966458408	28.1022190178643	45	200	regulation of synapse organization	allDE
GO:0006614	3.26218630501703e-07	4.03582718651212	7.07522230233117	23	96	SRP-dependent cotranslational protein targeting to membrane	allsignif
GO:0030278	2.761286206526e-10	3.98398886181692	11.2761355443403	36	153	regulation of ossification	allsignif
GO:0002181	1.59089308292237e-06	3.75257609502598	7.14892253464712	22	97	cytoplasmic translation	allsignif
GO:0007584	1.81760215645916e-07	3.64986149584488	8.99142834254586	27	122	response to nutrient	allsignif
GO:0072599	2.2412690177182e-06	3.41458333333333	8.40182648401827	24	114	establishment of protein localization to endoplasmic reticulum	allsignif
GO:0032355	6.38191538619939e-06	3.38852067512813	7.73852439317472	22	105	response to estradiol	allsignif
GO:0001890	2.33323351907589e-06	3.30184875885504	8.99142834254586	25	122	placenta development	allsignif
GO:0010951	5.42473079260995e-07	3.24005270092227	10.6128334534968	29	144	negative regulation of endopeptidase activity	allsignif
GO:0009952	3.25708124621954e-05	3.1978660410033	7.34309152324272	20	101	anterior/posterior pattern specification	allsignif
GO:0000184	1.21059997540595e-05	3.12847790507365	8.62292718096611	23	117	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	allsignif
GO:0006413	2.54098676541162e-07	3.02181053942555	13.192341584555	34	179	translational initiation	allsignif
GO:0001101	2.90325918684255e-05	3.02152932442465	8.47552671633422	22	115	response to acid chemical	allsignif
GO:0048736	4.08811469399552e-06	2.94372564875395	11.0550348473925	28	150	appendage development	allsignif
GO:0042692	1.28624174384904e-05	2.86693360286114	10.4604432939654	26	144	muscle cell differentiation	allsignif
GO:0090090	5.77289961694263e-06	2.81858143726831	11.8657374028679	29	161	negative regulation of canonical Wnt signaling pathway	allsignif
GO:0009991	6.30059914696622e-06	2.69091316543927	13.1694915254237	31	182	response to extracellular stimulus	allsignif
GO:0044706	3.47092209095858e-05	2.68288590604027	11.0550348473925	26	150	multi-multicellular organism process	allsignif
GO:0043270	1.20559435465675e-05	2.64161421695668	12.9461538461538	30	176	positive regulation of ion transport	allsignif
GO:0048839	4.38886422938623e-05	2.63983878413409	11.2024353120244	26	152	inner ear development	allsignif
GO:0070482	0.000223627109391288	2.56724692545588	9.66701937164252	22	133	response to oxygen levels	allsignif
GO:0042060	0.000419112805547732	2.56518867709686	8.77619008736833	20	122	wound healing	allsignif
GO:0001764	0.000129653649097617	2.55424107142857	10.6128334534968	24	144	neuron migration	allsignif
GO:0046661	0.000512887978704726	2.52189218921892	8.91772811022991	20	121	male sex differentiation	allsignif
GO:0050679	0.000466887050213542	2.47517993389553	9.50914340712223	21	130	positive regulation of epithelial cell proliferation	allsignif
GO:0003205	0.000375849781058841	2.46041886453327	10.0232315949692	22	136	cardiac chamber development	allsignif
GO:0001501	0.000157443232308328	2.45958318380351	11.3952843273232	25	158	skeletal system development	allsignif
GO:0007178	0.000144450390628803	2.42476958525346	12	26	166	transmembrane receptor protein serine/threonine kinase signaling pathway	allsignif
GO:0045861	4.45044155497539e-05	2.39673887185901	14.4994379315882	31	198	negative regulation of proteolysis	allsignif
GO:0030902	0.000702726946526648	2.3882786429366	9.80213089802131	21	133	hindbrain development	allsignif
GO:0033002	0.000413662099595948	2.38482384823848	10.7602339181287	23	146	muscle cell proliferation	allsignif
GO:0010952	0.000611941290839271	2.30890369473047	11.0550348473925	23	150	positive regulation of peptidase activity	allsignif
GO:0042063	0.000620875291883891	2.30486257928118	11.0618955512573	23	152	gliogenesis	allsignif
GO:0021953	0.000492286227961286	2.30196025778733	11.5709364736041	24	157	central nervous system neuron differentiation	allsignif
GO:0019083	0.000349749596981417	2.27423309123226	12.6764399583433	26	172	viral transcription	allsignif
GO:0071456	0.000420102730479274	2.24310720116089	12.8238404229752	26	174	cellular response to hypoxia	allsignif
GO:0006612	0.000271253381938334	2.23713565022422	13.8556436753985	28	188	protein targeting to membrane	allsignif
GO:0050900	0.000669592217390671	2.20273040723139	12.5088313573675	25	171	leukocyte migration	allsignif
GO:0060326	0.000852596973739749	2.20143884892086	12.0131378674998	24	163	cell chemotaxis	allsignif
GO:0045137	0.00093086232698699	2.18552295918367	12.0868380998157	24	164	development of primary sexual characteristics	allsignif
GO:0048588	0.000337497447346277	2.16832391491261	14.7400464631899	29	200	developmental cell growth	allsignif
GO:0050863	0.000674717241746858	2.12784621127286	13.9293439077145	27	189	regulation of T cell activation	allsignif
GO:0009743	0.000841318837623632	2.1265846383296	13.4134422815028	26	182	response to carbohydrate	allsignif
GO:0050867	0.000637823906545436	2.10369295700343	14.592645998558	28	198	positive regulation of cell activation	allsignif
GO:0006614	6.0010246288161e-08	10.1712721584984	1.29311137680493	11	95	SRP-dependent cotranslational protein targeting to membrane	D11-DA
GO:0072599	3.62451417701768e-07	8.36217260626879	1.53812195346271	11	113	establishment of protein localization to endoplasmic reticulum	D11-DA
GO:0000184	5.16344707716023e-07	8.04358903732268	1.59256874827554	11	117	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	D11-DA
GO:0002181	5.45945570000396e-06	8.00995482683621	1.29311137680493	9	95	cytoplasmic translation	D11-DA
GO:0006413	1.92042684242577e-08	7.26274527782872	2.43649406787455	15	179	translational initiation	D11-DA
GO:0006612	4.26501275172204e-06	5.75326797385621	2.3684355743585	12	174	protein targeting to membrane	D11-DA
GO:0019083	1.98381113248769e-05	5.33562870128082	2.31398877954566	11	170	viral transcription	D11-DA
GO:0045926	2.38160016003116e-06	9.51926605504587	1.21988456525787	9	39	negative regulation of growth	D11-Epend1
GO:0009611	6.04463403045317e-08	9.3255051467785	1.65229340409401	12	55	response to wounding	D11-Epend1
GO:0010718	2.14354377712219e-05	8.23137254901961	1.21622367331923	8	38	positive regulation of epithelial to mesenchymal transition	D11-Epend1
GO:0014003	8.26037622007541e-05	7.9815357879874	1.08820012875931	7	34	oligodendrocyte development	D11-Epend1
GO:0072163	8.35798610684683e-07	7.05660377358491	2.08038259909868	12	65	mesonephric epithelium development	D11-Epend1
GO:0051496	0.000205817909098411	6.7312133431085	1.24822955945921	7	39	positive regulation of stress fiber assembly	D11-Epend1
GO:0072171	0.000205817909098411	6.7312133431085	1.24822955945921	7	39	mesonephric tubule morphogenesis	D11-Epend1
GO:0042246	9.14800800522987e-05	6.49349845201238	1.47227076243907	8	46	tissue regeneration	D11-Epend1
GO:0032355	3.25882766166221e-07	6.35181810292459	2.65648854961832	14	83	response to estradiol	D11-Epend1
GO:0001657	1.99186747446748e-05	6.11169467787115	1.94167433302668	10	61	ureteric bud development	D11-Epend1
GO:1903034	0.000177780041464457	5.81478902659797	1.61141906873614	8	51	regulation of response to wounding	D11-Epend1
GO:0045685	0.000591067850139224	5.51936235807204	1.47227076243907	7	46	regulation of glial cell differentiation	D11-Epend1
GO:0045665	0.000656601233192882	5.40043129089827	1.49567482094689	7	48	negative regulation of neuron differentiation	D11-Epend1
GO:0061333	0.00067574214010856	5.3808651026393	1.50427664857905	7	47	renal tubule morphogenesis	D11-Epend1
GO:0060993	0.000144140385834522	5.2456169644348	1.98436494067875	9	62	kidney morphogenesis	D11-Epend1
GO:0031960	6.72274054614076e-06	5.13122992631778	2.94454152487814	13	92	response to corticosteroid	D11-Epend1
GO:0003206	1.53583004938459e-05	5.11350293542074	2.72050032189828	12	85	cardiac chamber morphogenesis	D11-Epend1
GO:0098754	3.51312417055641e-05	5.09491120067319	2.49645911891842	11	78	detoxification	D11-Epend1
GO:0050679	0.000895293114047689	5.09442000139675	1.5734912995187	7	50	positive regulation of epithelial cell proliferation	D11-Epend1
GO:1902107	4.46943352341067e-05	4.94628650066658	2.56047089119838	11	80	positive regulation of leukocyte differentiation	D11-Epend1
GO:0048706	0.000235039037796694	4.87564042850489	2.11238848523866	9	66	embryonic skeletal system development	D11-Epend1
GO:0032231	0.000330809138101548	4.63053097345133	2.2084061436586	9	69	regulation of actin filament bundle assembly	D11-Epend1
GO:1990138	2.49606995768776e-06	4.56297918948521	4.03274165363745	16	126	neuron projection extension	D11-Epend1
GO:0045471	0.000369118021336308	4.55418540548382	2.24041202979858	9	70	response to ethanol	D11-Epend1
GO:0003279	0.000108671631115634	4.42899533700721	2.81651798031822	11	88	cardiac septum development	D11-Epend1
GO:0003231	0.000133437016974022	4.31604251962589	2.88052975259818	11	90	cardiac ventricle development	D11-Epend1
GO:0003158	0.000273185884825324	4.29528270874425	2.62448266347834	10	82	endothelium development	D11-Epend1
GO:0044344	7.22113861816322e-05	4.28489326765189	3.168582727858	12	99	cellular response to fibroblast growth factor stimulus	D11-Epend1
GO:0048565	0.000619666395135002	4.20716009654063	2.40044146049848	9	75	digestive tract development	D11-Epend1
GO:0006334	0.000333202340548792	4.17839437070206	2.6884944357583	10	84	nucleosome assembly	D11-Epend1
GO:0022612	0.000367108123271215	4.12228796844181	2.72050032189828	10	85	gland morphogenesis	D11-Epend1
GO:0051897	0.000367108123271215	4.12228796844181	2.72050032189828	10	85	positive regulation of protein kinase B signaling	D11-Epend1
GO:0042476	0.000752606833518361	4.08263925039042	2.46445323277844	9	77	odontogenesis	D11-Epend1
GO:0033002	9.90510286227747e-05	3.85103056147832	3.77669456451761	13	118	muscle cell proliferation	D11-Epend1
GO:0052547	9.95541525111836e-05	3.84747663551402	3.77759150600726	13	120	regulation of peptidase activity	D11-Epend1
GO:0030278	6.35082953822828e-05	3.79432439468888	4.12875931205739	14	129	regulation of ossification	D11-Epend1
GO:0048762	0.00043382815873108	3.70919013741351	3.28876560332871	11	104	mesenchymal cell differentiation	D11-Epend1
GO:0071773	0.000565646039302634	3.58363267218491	3.39262393083786	11	106	cellular response to BMP stimulus	D11-Epend1
GO:0010721	4.05382999415055e-05	3.55900621118012	5.00926268988514	16	160	negative regulation of cell development	D11-Epend1
GO:0010951	0.000357729388182198	3.54421768707483	3.74468867837763	12	117	negative regulation of endopeptidase activity	D11-Epend1
GO:0021953	0.000525266002120329	3.38149350649351	3.90471810907753	12	122	central nervous system neuron differentiation	D11-Epend1
GO:0040013	2.05588315198637e-05	3.31906450523472	6.36917134185597	19	199	negative regulation of locomotion	D11-Epend1
GO:0001655	5.77385764703292e-05	3.29473684210526	5.7116485139376	17	182	urogenital system development	D11-Epend1
GO:0048736	0.000702922335838468	3.26159147869674	4.03274165363745	12	126	appendage development	D11-Epend1
GO:2000027	6.87904521029105e-05	3.24473141257092	5.79306539133634	17	181	regulation of animal organ morphogenesis	D11-Epend1
GO:0009991	0.00030857624351743	3.21200539568345	4.78572766435662	14	153	response to extracellular stimulus	D11-Epend1
GO:0090090	0.00031831537784064	3.20196371961958	4.80088292099696	14	150	negative regulation of canonical Wnt signaling pathway	D11-Epend1
GO:0061448	0.000375330528328068	3.14454545454545	4.87763557683455	14	154	connective tissue development	D11-Epend1
GO:0009914	0.000164326921446844	3.12198795180723	5.63303596063644	16	176	hormone transport	D11-Epend1
GO:0090287	0.000337725332020192	3.0344160412758	5.4058064516129	15	171	regulation of cellular response to growth factor stimulus	D11-Epend1
GO:0030336	0.00036159989004028	3.01365882011043	5.44100064379656	15	170	negative regulation of cell migration	D11-Epend1
GO:1902905	0.000874331108554342	3.00398175953732	4.71138099181157	13	148	positive regulation of supramolecular fiber organization	D11-Epend1
GO:0042593	0.000613518899144793	2.97978016569601	5.12094178239676	14	160	glucose homeostasis	D11-Epend1
GO:0010769	0.000631342335832683	2.96938271604938	5.13449425713227	14	164	regulation of cell morphogenesis involved in differentiation	D11-Epend1
GO:0071383	0.00097826824804233	2.96437664618086	4.76887703485699	13	149	cellular response to steroid hormone stimulus	D11-Epend1
GO:0045861	0.000233278387349952	2.90251432156241	6.40117722799595	17	200	negative regulation of proteolysis	D11-Epend1
GO:0050867	0.000555438063564217	2.88149260371483	5.66504184677642	15	177	positive regulation of cell activation	D11-Epend1
GO:0051271	0.000693296854188765	2.81437125748503	5.78603022484335	15	182	negative regulation of cellular component movement	D11-Epend1
GO:0014003	5.72469990052219e-07	17.7542735042735	0.509702933872896	7	34	oligodendrocyte development	D11-FPP1
GO:0045685	4.89722770104445e-06	12.2776134122288	0.689598087004507	7	46	regulation of glial cell differentiation	D11-FPP1
GO:0072163	5.24753321379591e-06	9.64617996604414	0.97443207946289	8	65	mesonephric epithelium development	D11-FPP1
GO:0003206	5.17638268324886e-07	9.26797385620915	1.27425733468224	10	85	cardiac chamber morphogenesis	D11-FPP1
GO:0031960	1.09018310371263e-06	8.47122588872948	1.37919617400901	10	92	response to corticosteroid	D11-FPP1
GO:0003231	7.66723643569898e-06	7.66883116883117	1.34921364848708	9	90	cardiac ventricle development	D11-FPP1
GO:0055123	3.2635985133272e-05	7.31870967741935	1.24427480916031	8	83	digestive system development	D11-FPP1
GO:0051250	0.000106222554362111	7.23659673659674	1.09436218155063	7	73	negative regulation of lymphocyte activation	D11-FPP1
GO:0035113	4.22654821770469e-05	7.03523573200993	1.28924859744321	8	86	embryonic appendage morphogenesis	D11-FPP1
GO:0044344	1.67516100681628e-05	6.8961038961039	1.48413501333579	9	99	cellular response to fibroblast growth factor stimulus	D11-FPP1
GO:0003279	4.99192441096131e-05	6.85806451612903	1.31923112296514	8	88	cardiac septum development	D11-FPP1
GO:0050866	8.01260884894007e-05	6.37599399849962	1.40917869953095	8	94	negative regulation of cell activation	D11-FPP1
GO:0030278	0.000235429684499752	6.29292929292929	1.24122644994459	7	84	regulation of ossification	D11-FPP1
GO:0032355	0.000238831864013759	6.27850877192982	1.24427480916031	7	83	response to estradiol	D11-FPP1
GO:0048762	9.00051977448385e-07	6.14286353467562	2.42858456727674	13	162	mesenchymal cell differentiation	D11-FPP1
GO:0055002	0.000297705000818227	6.03838039597533	1.28924859744321	7	86	striated muscle cell development	D11-FPP1
GO:0021953	0.000115525177028554	6.02330207445297	1.48373421804442	8	100	central nervous system neuron differentiation	D11-FPP1
GO:0048736	1.88237477124348e-05	5.96912328149651	1.88889910788191	10	126	appendage development	D11-FPP1
GO:0021987	0.000343049936626766	5.88817663817664	1.31923112296514	7	88	cerebral cortex development	D11-FPP1
GO:0071773	0.000186511529520578	5.5889400921659	1.58907385266256	8	106	cellular response to BMP stimulus	D11-FPP1
GO:0035108	0.000492163331550643	5.5187908496732	1.39924514406702	7	95	limb morphogenesis	D11-FPP1
GO:0007548	0.0007110486368599	5.16524356103023	1.48749536865506	7	101	sex differentiation	D11-FPP1
GO:0050670	0.000790213989294069	5.06764866339334	1.51411753885772	7	101	regulation of lymphocyte proliferation	D11-FPP1
GO:0010951	0.000367031733796243	5.0197099733649	1.7539777430332	8	117	negative regulation of endopeptidase activity	D11-FPP1
GO:0002694	0.000874020874894573	4.97571428571429	1.54007847533632	7	105	regulation of leukocyte activation	D11-FPP1
GO:0010721	0.000123959306809468	4.69217002237136	2.35642830678029	10	160	negative regulation of cell development	D11-FPP1
GO:0071241	0.000294367655804507	4.61252180655166	2.14375057481836	9	143	cellular response to inorganic substance	D11-FPP1
GO:0001655	7.02385567388848e-05	4.59700839400088	2.65423666235924	11	182	urogenital system development	D11-FPP1
GO:0060326	0.000741993757703548	4.47932310946589	1.94886415892578	8	130	cell chemotaxis	D11-FPP1
GO:0045861	4.61367860426817e-05	4.44779484289136	2.99825255219351	12	200	negative regulation of proteolysis	D11-FPP1
GO:0030308	0.000780359483648374	4.44248623131393	1.96385542168675	8	131	negative regulation of cell growth	D11-FPP1
GO:0007178	0.0003889017690238	4.4296710001408	2.22617723396366	9	152	transmembrane receptor protein serine/threonine kinase signaling pathway	D11-FPP1
GO:0007596	0.000494996276861965	4.27476686038654	2.30046082949309	9	156	blood coagulation	D11-FPP1
GO:0042493	0.000160118402302239	4.16042433427149	2.91097155522719	11	197	response to drug	D11-FPP1
GO:0021537	0.000325551137063233	4.12790469845997	2.65270618556701	10	179	telencephalon development	D11-FPP1
GO:0072163	1.38425165881492e-06	9.7086038961039	1.1059505196358	9	65	mesonephric epithelium development	D11-FPP2
GO:0048545	2.96957137975986e-06	8.74476367006488	1.20757180156658	9	74	response to steroid hormone	D11-FPP2
GO:0061326	5.95599922804724e-05	8.04364736387208	1.00386277936172	7	59	renal tubule development	D11-FPP2
GO:0003206	1.33113652340984e-05	7.14025119617225	1.44624298721604	9	85	cardiac chamber morphogenesis	D11-FPP2
GO:0055001	4.60837682559071e-06	7.12806722689076	1.61638922100616	10	95	muscle cell development	D11-FPP2
GO:0035637	0.000103252305933915	6.14805157178039	1.46325761059505	8	86	multicellular organismal signaling	D11-FPP2
GO:0003279	0.000121516961440956	5.99322033898305	1.49728685735308	8	88	cardiac septum development	D11-FPP2
GO:1903707	0.000121516961440956	5.99322033898305	1.49728685735308	8	88	negative regulation of hemopoiesis	D11-FPP2
GO:0003231	0.000142372643781183	5.845941849249	1.5313161041111	8	90	cardiac ventricle development	D11-FPP2
GO:0071773	7.81647878384993e-05	5.58335285848172	1.8035500781753	9	106	cellular response to BMP stimulus	D11-FPP2
GO:0090287	1.03527296208076e-06	5.57908704883227	2.86838709677419	14	171	regulation of cellular response to growth factor stimulus	D11-FPP2
GO:0032355	0.000514549969477635	5.49112950916617	1.41221374045802	7	83	response to estradiol	D11-FPP2
GO:0055123	0.000514549969477635	5.49112950916617	1.41221374045802	7	83	digestive system development	D11-FPP2
GO:0008544	0.000111504142128921	5.30773109243697	1.88752196836555	9	114	epidermis development	D11-FPP2
GO:0035113	0.000638056032926337	5.28111221732328	1.46325761059505	7	86	embryonic appendage morphogenesis	D11-FPP2
GO:0050680	0.000638056032926337	5.28111221732328	1.46325761059505	7	86	negative regulation of epithelial cell proliferation	D11-FPP2
GO:0051146	0.000290069798647102	5.21956656346749	1.69602220166512	8	103	striated muscle cell differentiation	D11-FPP2
GO:0048736	5.57561866769514e-05	5.20788177339901	2.14384254575554	10	126	appendage development	D11-FPP2
GO:0021987	0.000732695660695236	5.14974337633514	1.49728685735308	7	88	cerebral cortex development	D11-FPP2
GO:0050670	0.000316716123413435	5.14914039244274	1.71847696128024	8	101	regulation of lymphocyte proliferation	D11-FPP2
GO:0001890	0.000439769637539004	4.88412314078174	1.8035500781753	8	106	placenta development	D11-FPP2
GO:1903522	9.38602187657669e-05	4.86820276497696	2.27995953278764	10	134	regulation of blood circulation	D11-FPP2
GO:0007517	4.98828312794232e-06	4.82174113311838	3.27541316591266	14	196	muscle organ development	D11-FPP2
GO:0003002	5.46775781851423e-05	4.73686371100164	2.58220824856667	11	156	regionalization	D11-FPP2
GO:0050863	3.06292246219705e-05	4.65270056330768	2.87547135105307	12	169	regulation of T cell activation	D11-FPP2
GO:0031333	0.000599122553724018	4.64483571937908	1.88862319507036	8	111	negative regulation of protein-containing complex assembly	D11-FPP2
GO:0030278	0.00034907956996605	4.50340909090909	2.19488641589258	9	129	regulation of ossification	D11-FPP2
GO:1903039	0.00075771987380843	4.46950736575321	1.95668168858641	8	115	positive regulation of leukocyte cell-cell adhesion	D11-FPP2
GO:0048762	9.87769031885871e-05	4.41147141660958	2.75636898739998	11	162	mesenchymal cell differentiation	D11-FPP2
