GOBPID	Pvalue	OddsRatio	ExpCount	Count	Size	Term	GeneSyms	label
GO:0050830	0.0107186379217932	2.50915750915751	4.30828889966069	10	88	defense response to Gram-positive bacterium	REG3G, ROMO1, CTSG, DEFA4, HMGB2, LCE3A, MYD88, TNF, CAMP, H2BC11	Failed_Observed_Del
GO:0048525	0.00776167391260597	2.50517930611888	4.7489093553078	11	97	negative regulation of viral process	TRIM10, FCN1, IFIT5, IFNB1, ZNF639, TRIM21, TNF, ZC3H12A, IFITM1, FCN3, BANF1	Failed_Observed_Del
GO:0006959	5.20339548127188e-05	2.45722713864307	12.4352884149297	28	254	humoral immune response	REG3G, ROMO1, CTSG, DEFA4, FCN1, GAPDH, CXCL1, IFNA5, IFNA6, IFNA8, IFNB1, IFNG, IFNW1, IGLL1, MFAP4, REG3A, PDCD1, PF4V1, PSMB10, S100A8, CCL13, CXCL5, SEMG1, TNF, CAMP, FCN3, H2BC11, CXCL14	Failed_Observed_Del
GO:0007631	0.0119705339407525	2.34089793246413	5.04265632573921	11	103	feeding behavior	DRD1, EN1, GHSR, BSX, NPY5R, GAL, PMCH, PPY, RETN, TH, CARTPT	Failed_Observed_Del
GO:0000184	0.012874777999195	2.21721816630321	5.77702375181774	12	118	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	GSPT2, RPL5, RPL7A, RPL17, RPL18, RPL21, RPS2, RPS6, RPS20, RPS21, RPS27, RPS27A	Failed_Observed_Del
GO:0016101	0.0188590503974905	2.17440401505646	5.38536112457586	11	110	diterpenoid metabolic process	DHRS13, CYP1A2, RDH10, CYP3A4, CYP26A1, GPC2, CYP26C1, RBP4, OPN1SW, STAR, TTR	Failed_Observed_Del
GO:0071222	0.00282498873763414	2.1607581118999	9.39990305380514	19	192	cellular response to lipopolysaccharide	CEBPE, CTSG, DEFA4, GHSR, IL36A, CXCL1, GSTP1, HMGB2, MYD88, NFKBIA, PF4V1, HAMP, CXCL5, CX3CL1, STAR, TNF, TNIP2, ZC3H12A, LACRT	Failed_Observed_Del
GO:0021987	0.0200427413841099	2.15252195734003	5.4343189529811	11	111	cerebral cortex development	FOXG1, ASCL1, SLC38A2, POU3F2, POU3F3, NSUN5, BAX, DMRTA2, TH, CDK5R1, CDK5R2	Failed_Observed_Del
GO:0007200	0.0260179790642199	2.14891624666061	4.94474066892874	10	101	phospholipase C-activating G protein-coupled receptor signaling pathway	ADRA2A, DRD1, DRD5, S1PR1, LPAR4, GPR27, GPR32, VIP, GPR174, CCKAR	Failed_Observed_Del
GO:0051153	0.0260179790642199	2.14891624666061	4.94474066892874	10	101	regulation of striated muscle cell differentiation	NKX2-5, DKK1, ANKRD2, DLL1, TRIM72, HAMP, RGS2, RGS4, SHOX2, DDX39B	Failed_Observed_Del
GO:0034763	0.0225732857353986	2.11004502177282	5.53223460979157	11	113	negative regulation of transmembrane transport	OSR1, ADRA2A, DRD4, KCNRG, OAZ1, SIRT6, HAMP, RGS2, RGS4, TNF, IRS2	Failed_Observed_Del
GO:0071868	0.0310714304245902	2.07993387724631	5.09161415414445	10	104	cellular response to monoamine stimulus	DRD1, DRD4, DRD5, HTR1A, HTR1D, HTR1F, CALY, PTGER1, RGS4, STAR	Failed_Observed_Del
GO:0030856	0.013868983803391	2.0477085604722	7.24575860397479	14	148	regulation of epithelial cell differentiation	REG3G, OSR1, CTSV, CYP27B1, FOXC1, DLL1, IFNG, LIF, ASCL1, REG3A, ERRFI1, TBX3, BTG1, TNF	Failed_Observed_Del
GO:0006720	0.0199133544093554	2.00462536522557	6.85409597673291	13	140	isoprenoid metabolic process	DHRS13, CYP1A2, RDH10, CYP3A4, CYP26A1, GPC2, HTRA2, CYP26C1, RBP4, OPN1SW, STAR, TH, TTR	Failed_Observed_Del
GO:0033209	0.013346142932962	2.00079779705072	7.93116820164809	15	162	tumor necrosis factor-mediated signaling pathway	PIAS3, PYDC1, GSTP1, NFKBIA, TNFRSF12A, PSMB10, PSMC5, PSMD7, TNFRSF17, TNF, TNFRSF4, TXNDC17, TNFRSF6B, TNFRSF18, H2BC11	Failed_Observed_Del
GO:0032526	0.038834019516185	1.99452713416194	5.28744546776539	10	108	response to retinoic acid	FZD10, OSR1, CYP26A1, DKK1, HTRA2, HOXA2, ASCL1, PTK6, RBP4, RXRB	Failed_Observed_Del
GO:0071869	0.038834019516185	1.99452713416194	5.28744546776539	10	108	response to catecholamine	DRD1, DRD4, DRD5, HTR1A, HTR1D, HTR1F, CALY, PTGER1, RGS4, STAR	Failed_Observed_Del
GO:0043271	0.0221127368082374	1.9732923796987	6.95201163354338	13	142	negative regulation of ion transport	OSR1, ADRA2A, DRD4, KCNRG, PACSIN3, NPY5R, PTH, HAMP, RGS2, RGS4, SEMG1, VIP, IRS2	Failed_Observed_Del
GO:0030183	0.0300278260234052	1.94048756177582	6.51139117789627	12	133	B cell differentiation	DLL1, HHEX, IFNA5, IFNA6, IFNA8, IFNB1, IFNW1, LGALS1, DNAJB9, BAX, ITM2A, CD79A	Failed_Observed_Del
GO:0071216	0.0070684339043808	1.92744102717229	10.9665535627727	20	224	cellular response to biotic stimulus	CEBPE, CTSG, DDIT3, DEFA4, GHSR, IL36A, CXCL1, GSTP1, HMGB2, MYD88, NFKBIA, PF4V1, HAMP, CXCL5, CX3CL1, STAR, TNF, TNIP2, ZC3H12A, LACRT	Failed_Observed_Del
GO:0048660	0.031575423673475	1.92445835736057	6.5603490063015	12	134	regulation of smooth muscle cell proliferation	S1PR1, ALOX12, GSTP1, IFNG, NPY5R, PDGFB, PTGIR, CX3CL1, TNF, VIP, SF1, DDX39B	Failed_Observed_Del
GO:0097746	0.0331794416805836	1.90868979041549	6.60930683470674	12	135	regulation of blood vessel diameter	ADRA2A, DRD1, DRD5, FOXC1, ALOX12, UTS2R, HTR1A, HTR1D, NPPA, NPPB, RGS2, VIP	Failed_Observed_Del
GO:0035150	0.0348408311664799	1.89317555519533	6.65826466311197	12	136	regulation of tube size	ADRA2A, DRD1, DRD5, FOXC1, ALOX12, UTS2R, HTR1A, HTR1D, NPPA, NPPB, RGS2, VIP	Failed_Observed_Del
GO:0006364	0.0103757271702418	1.8848945731075	10.623848763936	19	217	rRNA processing	POP7, NPM3, TSR3, EXOSC6, FBL, ABT1, SIRT7, WBP11, EXOSC4, DDX49, NHP2, NSUN5, RPL5, RPL7A, RPS2, RPS6, RPS21, RPS27, NOC4L	Failed_Observed_Del
GO:0001764	0.02551204403408	1.87795452192816	7.83325254483761	14	160	neuron migration	ACAP3, CCR4, DRD1, FOXG1, TLX3, ASCL1, NDN, BAX, CX3CL1, CXCR4, SOX14, CDK5R1, CCKAR, CDK5R2	Failed_Observed_Del
GO:0065004	0.0161050792784951	1.8630613960124	9.59573436742608	17	196	protein-DNA complex assembly	H4-16, DAXX, CENPV, TSPYL4, H2BC1, HMGB2, BRF2, PSMC5, BRD2, RPS27A, SOX12, TAF7, TBP, MIS12, H3C4, H2BC11, H1-10	Failed_Observed_Del
GO:0019083	0.0239760066695232	1.84836660401152	8.51866214251091	15	174	viral transcription	ZNF639, RPL5, RPL7A, RPL17, RPL18, RPL21, RPS2, RPS6, RPS20, RPS21, RPS27, RPS27A, TRIM21, TARBP2, USF2	Failed_Observed_Del
GO:0006612	0.0176288091548651	1.84223760398405	9.69365002423655	17	198	protein targeting to membrane	CIB1, ZDHHC1, RPL5, RPL7A, RPL17, RPL18, RPL21, RPS2, RPS6, RPS20, RPS21, RPS27, RPS27A, RTP4, ZDHHC6, SRPRA, CDK5R1	Failed_Observed_Del
GO:0061041	0.0420781809280502	1.83354271356784	6.85409597673291	12	140	regulation of wound healing	REG3G, ADRA2A, ALOX12, GP1BA, INSL3, SERPINC1, REG3A, TNFRSF12A, PDGFB, PLAU, TNF, CXCR4	Failed_Observed_Del
GO:0007188	0.0154626529246575	1.8018956301317	11.0644692195831	19	226	adenylate cyclase-modulating G protein-coupled receptor signaling pathway	GPR119, ADRA2A, DRD1, DRD4, DRD5, S1PR1, GPR3, GPR6, GPR12, HTR1A, HTR1D, HTR1F, INSL3, PTGER1, PTGIR, PTH, RGS1, RGS2, VIP	Failed_Observed_Del
GO:0009952	0.0187984123864546	1.79259782818223	10.5259331071255	18	215	anterior/posterior pattern specification	SIX2, OSR1, DDIT3, EN1, FGF8, DKK1, FOXC1, ARC, DLL1, HHEX, HOXA2, HOXB8, CYP26C1, NKX3-1, SIX3, TBX3, BHLHE40, RIPPLY1	Failed_Observed_Del
GO:0033002	0.0255960869991635	1.79174603174603	9.3509452253999	16	191	muscle cell proliferation	NKX2-5, S1PR1, FOXC1, ALOX12, MSTN, GSTP1, IFNG, NPY5R, PDGFB, PTGIR, RBP4, CX3CL1, TNF, VIP, SF1, DDX39B	Failed_Observed_Del
GO:0042445	0.0204418679299124	1.77435277654093	10.623848763936	18	217	hormone metabolic process	UGT2B11, DHRS13, CTSG, CTSZ, CYP1A2, RDH10, CYP3A4, CYP26A1, EGR1, FSHB, PCSK1N, HSD3B1, CYP26C1, GAL, RBP4, STAR, TTR, DUOXA1	Failed_Observed_Del
GO:0034767	0.0447108545490689	1.76603773584906	7.68637905962191	13	157	positive regulation of ion transmembrane transport	DRD1, DRD4, ARC, STAC3, IFNG, NPPA, GAL, AMIGO1, BAX, S100A1, CX3CL1, ANTKMT, LACRT	Failed_Observed_Del
GO:0045665	0.0221934423574613	1.75647081050444	10.7217644207465	18	219	negative regulation of neuron differentiation	OLIG2, SEMA4F, CIB1, LBX1, CNTF, CTSZ, FOXG1, DKK1, LSM1, FUOM, DLL1, TLX3, HOXA2, LGALS1, ASCL1, SIX3, SOX2, CDK5R1	Failed_Observed_Del
GO:0060326	0.0121512450731882	1.73948064674179	13.8550654386815	23	283	cell chemotaxis	CREB3, CXCR6, CCL27, CCR4, S1PR1, MSTN, CXCL1, GSTP1, HMGB2, CXCR1, ZNF580, PDGFB, PF4V1, CORO1B, S100A14, S100A8, CCL13, CXCL5, CX3CL1, MSMP, CXCR4, CH25H, CXCL14	Failed_Observed_Del
GO:0033673	0.0199166097593936	1.72188084424259	12.1415414444983	20	248	negative regulation of kinase activity	CDKN1C, CEBPA, CIB1, AHSG, PYDC1, MSTN, GSTP1, HHEX, IFNG, GADD45B, NPPA, ERRFI1, PTK6, RGS2, RGS4, TAF7, TARBP2, DBNDD1, SOCS1, IRS2	Failed_Observed_Del
GO:0043583	0.0260376927209199	1.72175362766286	10.9175957343674	18	223	ear development	CEBPA, SIX2, GJB6, C1QTNF5, OSR1, GSC, RDH10, FGF8, FOXG1, FZD2, LRP10, DLL1, HMX2, HOXA2, HMX3, CYTL1, SOX2, CXCL14	Failed_Observed_Del
GO:0034612	0.0158554314621221	1.69310813712159	14.1977702375182	23	290	response to tumor necrosis factor	PIAS3, CEBPA, CIB1, PYDC1, GSTP1, NFKBIA, NKX3-1, TNFRSF12A, MAP2K7, PSMB10, PSMC5, PSMD7, HAMP, TNFRSF17, CCL13, CX3CL1, TNF, TNFRSF4, ZC3H12A, TXNDC17, TNFRSF6B, TNFRSF18, H2BC11	Failed_Observed_Del
GO:0031424	0.0354472968491358	1.68222043443282	10.5259331071255	17	215	keratinization	SPRR4, LCE4A, CASP14, KRTAP6-2, KRTAP19-3, KRTAP21-2, LCE1A, LCE2C, LCE3A, LCE3E, KRT9, KRT12, KRT33A, KRTAP5-7, KRTAP9-9, KRTAP9-3, KRTAP4-4	Failed_Observed_Del
GO:0045165	0.0222588478404744	1.67586078656212	13.0717401841978	21	267	cell fate commitment	OLIG2, LBX1, SIX2, GSC, NKX2-5, GSX1, FGF8, FOXG1, DKK1, GAS1, DLL1, TBX21, TLX3, HOXA2, ASCL1, POU3F2, DMRTA2, SOX2, SOX12, TBX3, GCM1	Failed_Observed_Del
GO:0019935	0.0396192435789578	1.65679189388079	10.6728065923413	17	218	cyclic-nucleotide-mediated signaling	GPR119, ADRA2A, DRD1, DRD5, S1PR1, GPR3, GPR6, GPR12, NPPA, NPPB, GAL, PTGER1, PTGIR, PTH, RGS2, VIP, CDC34	Failed_Observed_Del
GO:0010001	0.0473438923175212	1.61605685319063	10.9175957343674	17	223	glial cell differentiation	OLIG2, CNTF, DRD1, DLL1, GSTP1, IFNG, LIF, ASCL1, POU3F1, POU3F2, NSUN5, S100A8, SOX2, TNF, RNF112, CXCR4, GCM1	Failed_Observed_Del
GO:0046883	0.0367459622352319	1.6006422873718	12.9738245273873	20	265	regulation of hormone secretion	ADRA2A, SIRT4, GHSR, GPR27, FFAR1, PHPT1, HTR1A, IFNG, LIF, PIM3, NKX3-1, NNAT, NPPA, GAL, RETN, RBP4, TNF, IRS2, CCKAR, CARTPT	Failed_Observed_Del
GO:0051924	0.0465504474454767	1.59545220230254	11.7009209888512	18	239	regulation of calcium ion transport	ADRA2A, DRD1, DRD4, P2RX2, STAC3, FFAR1, PACSIN3, NPPA, PDGFB, PTH, BAX, CACNG6, RGS4, S100A1, CX3CL1, SEMG1, CXCR4, LACRT	Failed_Observed_Del
GO:0007517	0.0354777458091399	1.56882204535634	14.5458475401851	22	299	muscle organ development	LBX1, MYL6B, EGR1, FGF8, FHL3, DKK1, P2RX2, STAC3, ANKRD2, NUPR1, ITGB1BP2, MSTN, DLL1, TRIM72, ASB2, HAMP, RBP4, RGS2, RGS4, DMRTA2, DDX39B, IGSF8	Failed_Observed_Del
GO:1990868	1.22773529375792e-07	5.29276365277569	4.16868637905962	18	86	response to chemokine	CIB1, CXCR6, CCR1, CCR4, EDN1, FOXC1, XCR1, CXCL1, TREM2, REG1A, CCL2, CCL13, CCL21, XCL1, CX3CL1, CXCR5, CXCR4, ZC3H12A	Failed_Predicted_Del
GO:0070098	1.04165626504796e-05	4.65565476190476	3.5786922004727	14	74	chemokine-mediated signaling pathway	CIB1, CXCR6, CCR1, CCR4, FOXC1, XCR1, CXCL1, CCL2, CCL13, CCL21, XCL1, CX3CL1, CXCR5, CXCR4	Failed_Predicted_Del
GO:0042531	0.000263524079101156	4.0405107261888	3.15075133301018	11	65	positive regulation of tyrosine phosphorylation of STAT protein	CSF2, CSH1, CSH2, IFNL1, IFNG, ISL1, HES5, OSM, PTK6, TNF, SOCS3	Failed_Predicted_Del
GO:0031640	0.000645679230926594	3.88508314718292	2.95685894328648	10	61	killing of cells of other organism	ROMO1, CST11, IFNG, LCE3A, LCE3B, PRF1, HAMP, CCL13, SEMG1, H2BC11	Failed_Predicted_Del
GO:0032652	6.90493768324118e-05	3.82314090019569	4.20763636363636	14	87	regulation of interleukin-1 production	PYDC2, EGR1, SERPINB1, PYDC1, GHSR, FFAR1, GSTP1, HSPB1, IFNG, IL17A, CARD17, TREM2, TNF, ZC3H12A	Failed_Predicted_Del
GO:0050909	0.000838700887206206	3.73799856699307	3.05380513814833	10	63	sensory perception of taste	CST2, TAS2R30, TAS2R50, GNAT1, TAS2R60, TAS2R13, TAS2R10, GNG13, SCNN1G, ASIC3	Failed_Predicted_Del
GO:0007218	0.000101798243947201	3.47015256998963	4.89578284052351	15	101	neuropeptide signaling pathway	PTH2, LTB4R, HCRT, NPPA, NPPB, GAL, PMCH, GPR84, POMC, PPY, CYSLTR2, PROK2, SSTR1, NPFF, CARTPT	Failed_Predicted_Del
GO:0046425	3.26454238125287e-05	3.35523579606568	6.05913717886573	18	125	regulation of receptor signaling pathway via JAK-STAT	CSF2, CSH1, CSH2, IFNL1, IFNA5, IFNA6, IFNA7, IFNA8, IFNA13, IFNA16, IFNG, ISL1, HES5, NOTCH1, OSM, PTK6, TNF, SOCS3	Failed_Predicted_Del
GO:1904894	0.000968357522103503	3.17340101522843	4.21715947649055	12	87	positive regulation of receptor signaling pathway via STAT	CSF2, CSH1, CSH2, IFNL1, IFNG, ISL1, HES5, NOTCH1, OSM, PTK6, TNF, SOCS3	Failed_Predicted_Del
GO:0045682	0.0011866028974156	3.09057947129013	4.3141056713524	12	89	regulation of epidermis development	CTSV, FOXC1, SFN, DLL1, HES5, ATOH1, NOTCH1, GAL, TNF, ZFP36, ZBED2, TRADD	Failed_Predicted_Del
GO:0031960	3.42417606583085e-05	2.99691912708601	7.80416868637906	21	161	response to corticosteroid	CRH, CTSV, EDN1, METTL21C, GBA, NPAS4, GHSR, GPER1, GSTP1, HSD3B1, ISL1, FIBIN, MYOD1, NOTCH1, IL22, PTGS2, BGLAP, STAR, TH, TNF, ZFP36	Failed_Predicted_Del
GO:0070125	0.00237634826693449	2.98524228692467	4.07174018419777	11	84	mitochondrial translational elongation	MRPL21, ERAL1, MRPL46, MRPS18B, MRPS16, MRPS2, MRPL16, MRPL17, MRPS26, MRPS24, TUFM	Failed_Predicted_Del
GO:0006614	0.00209803295367009	2.86606323772246	4.60494425593795	12	95	SRP-dependent cotranslational protein targeting to membrane	RPL13A, RPL7, RPL7A, RPL12, RPS2, RPS6, RPS20, RPS21, RPS23, RPS27, RPS28, SRPRA	Failed_Predicted_Del
GO:0006959	2.14366143683886e-06	2.7985270020468	12.3121667474552	31	254	humoral immune response	EBI3, LEAP2, CST9, ROMO1, CXCL1, APCS, AIRE, IFNA5, IFNA6, IFNA7, IFNA8, IFNA13, IFNA16, IFNG, MFAP4, NOTCH1, PI3, TREM2, RARRES2, REG1A, RNASE3, RNASE6, S100A8, CCL2, CCL13, SEMG1, SLPI, TNF, C3AR1, H2BC11, CXCL14	Failed_Predicted_Del
GO:0033135	0.000371399199783166	2.79610103121075	6.68928744546777	17	138	regulation of peptidyl-serine phosphorylation	CSF3, IFNA5, IFNA6, IFNA7, IFNA8, IFNA13, IFNA16, IFNG, ARAF, MIF, OSM, PTGS2, BAK1, BDKRB2, TNF, VEGFA, TCL1A	Failed_Predicted_Del
GO:0031424	1.64596925137733e-05	2.75754344229796	10.4217159476491	26	215	keratinization	SPRR4, LCE4A, LCE5A, SFN, KRTAP13-3, KRTAP19-2, KRTAP19-3, KRTAP21-1, LCE1A, LCE1B, LCE2C, LCE2D, LCE3A, LCE3B, LCE3E, KRTAP12-2, KRT12, KRTAP10-3, KRTAP12-4, KRTAP5-7, LCE6A, PI3, KRTAP5-8, KRTAP9-3, KRTAP4-4, KRT38	Failed_Predicted_Del
GO:0009952	2.99741196193289e-05	2.71249257018985	10.1569792108613	25	210	anterior/posterior pattern specification	GDF11, OSR1, DDIT3, PLD6, EMX2, EN1, FOXC1, ARC, GBX2, HOXA2, HOXA5, HOXA6, HOXB2, HOXB4, HOXB5, HOXB9, HOXC5, MSGN1, HES5, NEUROG1, FEZF2, TBX6, ZIC3, BHLHE40, RIPPLY1	Failed_Predicted_Del
GO:0070126	0.00791849523564093	2.637805907173	4.1202132816287	10	85	mitochondrial translational termination	MRPL21, ERAL1, MRPL46, MRPS18B, MRPS16, MRPS2, MRPL16, MRPL17, MRPS26, MRPS24	Failed_Predicted_Del
GO:0007631	0.00558008363758822	2.63289800423066	4.54186117005153	11	94	feeding behavior	DRD1, EN1, GHSR, HCRT, GAL, PMCH, PPY, ACE2, TH, HAND2, CARTPT	Failed_Predicted_Del
GO:0072676	0.00413147641863628	2.61276287164612	4.99272903538536	12	103	lymphocyte migration	S1PR1, TBX21, AIRE, CCL2, CCL13, CCL21, XCL1, CX3CL1, HSD3B7, FADD, CH25H, CXCL14	Failed_Predicted_Del
GO:0046887	0.00157803636290945	2.59025200775408	6.30150266602036	15	130	positive regulation of hormone secretion	CRH, EDN1, FGG, GPR27, GPER1, FFAR1, PHPT1, INS, ISL1, NNAT, NPPA, GAL, RETN, SCT, SOX4	Failed_Predicted_Del
GO:0048565	0.00420936120055659	2.39352461173993	6.30150266602036	14	130	digestive tract development	NKX2-3, FOXL1, HOXA5, ASCL1, NOTCH1, PTK6, NKX3-2, RARRES2, REG1A, SCT, SFRP5, SHOX2, TNF, ZIC3	Failed_Predicted_Del
GO:0002690	0.0145014236442955	2.38233948452036	4.5079980610761	10	93	positive regulation of leukocyte chemotaxis	CCR1, EDN1, EDN2, DEFB124, RARRES2, CCL21, XCL1, C3AR1, VEGFA, CXCL14	Failed_Predicted_Del
GO:0042116	0.0145014236442955	2.38233948452036	4.5079980610761	10	93	macrophage activation	CEBPA, CSF2, EDN2, GRN, IFNG, MIF, TREM2, CX3CL1, TNF, ZC3H12A	Failed_Predicted_Del
GO:0060326	4.94493592099919e-05	2.37939530824906	13.717886572952	30	283	cell chemotaxis	CXCR6, CCR1, CCR4, S1PR1, EDN1, EDN2, FGF4, DEFB124, GREM1, XCR1, CXCL1, GSTP1, HOXB9, HSPB1, MIF, NOTCH1, RARRES2, S100A8, CCL2, CCL13, CCL21, XCL1, CX3CL1, CXCR5, C3AR1, VEGFA, CXCR4, HSD3B7, CH25H, CXCL14	Failed_Predicted_Del
GO:1903707	0.00349929294588421	2.36245071276918	6.83470673776054	15	141	negative regulation of hemopoiesis	TRIB1, CIB1, IFNL1, DLL1, TBX21, HOXA5, APCS, HES5, NOTCH1, GPR137, ZFP36, ZC3H12A, H4C11, H4C3, CARTPT	Failed_Predicted_Del
GO:1903555	0.0119650910959267	2.34025648363929	5.04120213281629	11	104	regulation of tumor necrosis factor superfamily cytokine production	GSTP1, IFNG, ISL1, MIF, TREM2, POMC, TRIM27, CX3CL1, ZFP36, ZC3H12A, FADD	Failed_Predicted_Del
GO:0072599	0.00922666147024289	2.32935204538668	5.52593310712555	12	114	establishment of protein localization to endoplasmic reticulum	RPL13A, RPL7, RPL7A, RPL12, RPS2, RPS6, RPS20, RPS21, RPS23, RPS27, RPS28, SRPRA	Failed_Predicted_Del
GO:0048704	0.0166488964726386	2.32598659717051	4.60494425593795	10	95	embryonic skeletal system morphogenesis	OSR1, DLX2, HOXA2, HOXA5, HOXA6, HOXB2, HOXB4, HOXB5, HOXB9, SHOX2	Failed_Predicted_Del
GO:0051928	0.00986229106810711	2.30658912818491	5.57440620455647	12	115	positive regulation of calcium ion transport	KCNE3, CCR1, CRH, DRD1, STAC3, GPER1, FFAR1, HCRT, BAK1, CCL2, XCL1, CX3CL1	Failed_Predicted_Del
GO:0045639	0.0178068516717371	2.29879305269355	4.65341735336888	10	96	positive regulation of myeloid cell differentiation	TRIB1, CCR1, CSF3, HOXA5, IFNG, IL17A, TREM2, KLF10, TNF, FADD	Failed_Predicted_Del
GO:0035150	0.00627752755379047	2.27493430108872	6.59234125060591	14	136	regulation of tube size	DRD1, EDN1, EDN2, FGG, FOXC1, GPER1, INS, ATP1A2, NPPA, NPPB, PTGS2, ACE2, RGS2, BDKRB2	Failed_Predicted_Del
GO:0000184	0.0119742601326309	2.24087731060243	5.71982549684925	12	118	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	RPL13A, GSPT2, RPL7, RPL7A, RPL12, RPS2, RPS6, RPS20, RPS21, RPS23, RPS27, RPS28	Failed_Predicted_Del
GO:0120254	0.0119742601326309	2.24087731060243	5.71982549684925	12	118	olefinic compound metabolic process	DHRS13, EGR1, FSHB, HPGDS, GSTP1, CYP2S1, LHB, PTGDS, PTGS1, PTGS2, STAR, ELOVL3	Failed_Predicted_Del
GO:1904029	0.0216365747905673	2.22087896458541	4.79883664566166	10	99	regulation of cyclin-dependent protein kinase activity	CDKN1C, CDKN2A, CDKN2B, CDKN2D, CEBPA, SFN, CCNP, CCNA1, CCNG1, PKMYT1	Failed_Predicted_Del
GO:0045766	0.014894723339976	2.1677464298154	5.89103498542274	12	122	positive regulation of angiogenesis	RAMP2, CMA1, HSPB6, GREM1, GRN, HSPB1, ISL1, RHOB, CX3CL1, C3AR1, CXCR4, ZC3H12A	Failed_Predicted_Del
GO:0050920	0.00272890062655114	2.16751608751609	9.36868288539708	19	194	regulation of chemotaxis	CCR1, CCR4, S1PR1, EDN1, EDN2, DEFB124, GREM1, GSTP1, MIF, TREM2, FEZF2, SEMA3G, RARRES2, CCL2, CCL21, XCL1, C3AR1, CXCR4, CXCL14	Failed_Predicted_Del
GO:0033673	0.00101383750002281	2.13733431516937	12.0213281628696	24	248	negative regulation of kinase activity	TRIB1, SPRY3, CDKN1C, CDKN2A, CDKN2B, CDKN2D, CEBPA, CIB1, NPRL2, PYDC1, GBA, SFN, GSTP1, HSPB1, IFNG, INKA1, NPPA, PTK6, TRIM27, RGS2, DUSP21, AKT1S1, SOCS3, CAMK2N2	Failed_Predicted_Del
GO:0071901	0.0302171716779433	2.08984244049614	5.06676783004552	10	105	negative regulation of protein serine/threonine kinase activity	SPRY3, CIB1, GBA, SFN, GSTP1, HSPB1, INKA1, NPPA, RGS2, DUSP21	Failed_Predicted_Del
GO:0002286	0.0310329975543603	2.07981345769487	5.08967523024721	10	105	T cell activation involved in immune response	IFNL1, TBX21, IFNA5, IFNA6, IFNA7, IFNA8, IFNA13, IFNA16, IFNG, ZC3H12A	Failed_Predicted_Del
GO:0051341	0.0310329975543603	2.07981345769487	5.08967523024721	10	105	regulation of oxidoreductase activity	EDN1, EDN2, DDAH2, HP, IFNG, INS, MT3, TNF, FTMT, CCS	Failed_Predicted_Del
